date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,rain_sum,precipitation_sum,precipitation_hours,windspeed_10m_max,windgusts_10m_max,winddirection_10m_dominant,city,latitude,longitude
2020-06-17,27.5,24.4,25.8,36.8,36.8,24.0,20.1,47.9,222,Mangalore,12.9141,74.856
2020-06-18,27.9,24.5,26.0,22.5,22.5,24.0,15.8,50.8,217,Mangalore,12.9141,74.856
2020-06-19,28.2,24.6,26.2,18.4,18.4,24.0,15.8,48.2,265,Mangalore,12.9141,74.856
2020-06-20,29.0,24.9,26.7,6.0,6.0,20.0,12.8,35.3,251,Mangalore,12.9141,74.856
2020-06-21,27.2,25.2,25.9,14.3,14.3,23.0,12.6,36.7,267,Mangalore,12.9141,74.856
2020-06-22,27.0,24.8,25.7,28.4,28.4,24.0,15.8,43.2,267,Mangalore,12.9141,74.856
2020-06-23,29.0,23.4,26.1,10.7,10.7,16.0,10.9,36.4,224,Mangalore,12.9141,74.856
2020-06-24,27.3,24.7,25.7,17.2,17.2,22.0,12.8,33.8,213,Mangalore,12.9141,74.856
2020-06-25,28.6,24.2,26.2,8.8,8.8,18.0,14.4,33.5,197,Mangalore,12.9141,74.856
2020-06-26,28.8,24.5,26.2,14.4,14.4,22.0,13.8,32.4,187,Mangalore,12.9141,74.856
2020-06-27,28.0,24.2,26.1,8.8,8.8,22.0,14.7,33.8,190,Mangalore,12.9141,74.856
2020-06-28,27.6,24.9,26.2,13.1,13.1,19.0,12.7,37.8,301,Mangalore,12.9141,74.856
2020-06-29,27.5,24.6,25.9,36.1,36.1,23.0,17.7,43.6,299,Mangalore,12.9141,74.856
2020-06-30,27.0,24.0,25.4,41.8,41.8,24.0,13.3,34.6,267,Mangalore,12.9141,74.856
2020-07-01,26.5,24.7,25.5,26.7,26.7,24.0,16.8,41.0,242,Mangalore,12.9141,74.856
2020-07-02,26.5,24.2,25.4,50.5,50.5,24.0,17.7,41.8,271,Mangalore,12.9141,74.856
2020-07-03,26.9,25.0,25.6,49.9,49.9,24.0,18.8,47.9,274,Mangalore,12.9141,74.856
2020-07-04,26.4,24.8,25.5,35.6,35.6,24.0,16.6,40.3,262,Mangalore,12.9141,74.856
2020-07-05,27.9,25.1,26.2,19.7,19.7,24.0,18.0,49.3,260,Mangalore,12.9141,74.856
2020-07-06,27.8,25.0,26.2,22.8,22.8,23.0,13.5,51.1,258,Mangalore,12.9141,74.856
2020-07-07,27.1,24.8,25.8,38.5,38.5,24.0,20.0,51.8,234,Mangalore,12.9141,74.856
2020-07-08,27.7,24.8,26.0,25.0,25.0,24.0,12.8,45.0,257,Mangalore,12.9141,74.856
2020-07-09,27.5,24.5,25.9,18.3,18.3,21.0,11.8,45.4,262,Mangalore,12.9141,74.856
2020-07-10,26.1,24.5,25.2,26.4,26.4,24.0,12.8,34.6,237,Mangalore,12.9141,74.856
2020-07-11,27.0,24.1,25.4,17.2,17.2,23.0,13.6,35.6,247,Mangalore,12.9141,74.856
2020-07-12,27.6,24.1,25.8,20.4,20.4,19.0,21.4,51.5,263,Mangalore,12.9141,74.856
2020-07-13,26.0,24.4,25.1,38.3,38.3,24.0,16.5,44.6,297,Mangalore,12.9141,74.856
2020-07-14,26.5,23.6,24.9,22.6,22.6,24.0,14.7,43.9,333,Mangalore,12.9141,74.856
2020-07-15,26.0,24.7,25.2,33.2,33.2,24.0,17.2,45.4,276,Mangalore,12.9141,74.856
2020-07-16,26.5,24.5,25.2,45.1,45.1,24.0,19.1,49.7,257,Mangalore,12.9141,74.856
2020-07-17,26.7,24.8,25.4,65.4,65.4,24.0,21.9,59.0,241,Mangalore,12.9141,74.856
2020-07-18,27.1,24.6,25.5,28.0,28.0,24.0,12.7,42.5,228,Mangalore,12.9141,74.856
2020-07-19,27.2,23.6,25.6,9.5,9.5,18.0,9.8,29.2,308,Mangalore,12.9141,74.856
2020-07-20,28.0,24.1,25.8,20.6,20.6,17.0,10.1,27.4,229,Mangalore,12.9141,74.856
2020-07-21,29.0,23.8,26.3,1.0,1.0,8.0,21.0,44.6,179,Mangalore,12.9141,74.856
2020-07-22,28.9,24.2,26.4,9.6,9.6,13.0,15.5,34.2,236,Mangalore,12.9141,74.856
2020-07-23,28.9,24.5,26.2,12.3,12.3,15.0,13.5,30.2,192,Mangalore,12.9141,74.856
2020-07-24,28.1,24.3,25.9,6.5,6.5,23.0,23.5,46.1,163,Mangalore,12.9141,74.856
2020-07-25,28.2,24.4,25.6,14.6,14.6,24.0,21.7,46.1,174,Mangalore,12.9141,74.856
2020-07-26,27.4,24.2,25.5,8.5,8.5,23.0,15.8,35.3,191,Mangalore,12.9141,74.856
2020-07-27,27.9,24.3,25.8,8.3,8.3,19.0,12.7,31.7,273,Mangalore,12.9141,74.856
2020-07-28,27.9,24.4,25.8,19.7,19.7,24.0,17.0,35.6,307,Mangalore,12.9141,74.856
2020-07-29,27.5,24.0,25.2,46.3,46.3,24.0,17.4,40.3,308,Mangalore,12.9141,74.856
2020-07-30,27.0,24.0,25.2,29.3,29.3,24.0,15.0,35.3,293,Mangalore,12.9141,74.856
2020-07-31,26.8,24.4,25.4,42.8,42.8,21.0,19.0,48.6,294,Mangalore,12.9141,74.856
2020-08-01,25.9,24.5,25.1,62.3,62.3,24.0,19.7,47.2,251,Mangalore,12.9141,74.856
2020-08-02,25.8,23.8,24.9,84.2,84.2,24.0,23.4,55.8,252,Mangalore,12.9141,74.856
2020-08-03,26.6,24.2,25.3,48.4,48.4,24.0,24.5,58.3,250,Mangalore,12.9141,74.856
2020-08-04,26.6,24.6,25.4,58.8,58.8,24.0,27.7,69.5,248,Mangalore,12.9141,74.856
2020-08-05,27.6,25.0,25.9,58.3,58.3,24.0,33.8,79.6,249,Mangalore,12.9141,74.856
2020-08-06,28.1,25.2,26.3,41.6,41.6,24.0,31.4,78.5,260,Mangalore,12.9141,74.856
2020-08-07,26.1,23.6,25.1,43.9,43.9,24.0,20.0,56.9,248,Mangalore,12.9141,74.856
2020-08-08,25.5,23.5,24.9,47.5,47.5,24.0,13.7,43.2,279,Mangalore,12.9141,74.856
2020-08-09,25.5,24.2,24.8,57.4,57.4,24.0,23.0,56.2,297,Mangalore,12.9141,74.856
2020-08-10,25.0,23.9,24.2,72.4,72.4,24.0,13.7,32.8,277,Mangalore,12.9141,74.856
2020-08-11,26.4,24.4,25.2,30.4,30.4,24.0,16.7,41.4,266,Mangalore,12.9141,74.856
2020-08-12,27.6,24.2,25.6,10.2,10.2,24.0,11.9,34.6,283,Mangalore,12.9141,74.856
2020-08-13,26.9,24.2,25.3,6.7,6.7,24.0,13.2,34.2,292,Mangalore,12.9141,74.856
2020-08-14,27.2,24.1,25.5,7.6,7.6,24.0,14.8,41.8,244,Mangalore,12.9141,74.856
2020-08-15,28.5,24.5,26.2,4.6,4.6,18.0,21.4,47.2,236,Mangalore,12.9141,74.856
2020-08-16,26.8,24.5,25.7,19.4,19.4,24.0,17.3,51.8,270,Mangalore,12.9141,74.856
2020-08-17,27.0,24.6,25.5,29.3,29.3,24.0,19.5,51.5,266,Mangalore,12.9141,74.856
2020-08-18,27.6,24.4,25.5,13.2,13.2,24.0,15.2,42.1,267,Mangalore,12.9141,74.856
2020-08-19,27.7,24.4,25.9,5.8,5.8,18.0,14.7,40.0,303,Mangalore,12.9141,74.856
2020-08-20,26.7,24.6,25.4,17.5,17.5,23.0,14.9,41.8,287,Mangalore,12.9141,74.856
2020-08-21,26.6,24.6,25.5,12.6,12.6,21.0,14.8,38.2,248,Mangalore,12.9141,74.856
2020-08-22,27.9,24.2,25.7,7.1,7.1,20.0,13.9,44.6,247,Mangalore,12.9141,74.856
2020-08-23,28.0,24.4,26.1,4.5,4.5,19.0,14.8,38.9,277,Mangalore,12.9141,74.856
2020-08-24,28.5,24.3,26.1,2.8,2.8,14.0,12.3,29.5,303,Mangalore,12.9141,74.856
2020-08-25,28.1,23.8,26.1,2.9,2.9,17.0,20.7,43.2,321,Mangalore,12.9141,74.856
2020-08-26,28.4,24.3,26.3,1.2,1.2,5.0,19.1,40.3,323,Mangalore,12.9141,74.856
2020-08-27,27.8,23.8,25.9,2.0,2.0,11.0,17.7,37.4,318,Mangalore,12.9141,74.856
2020-08-28,28.5,23.6,26.0,0.8,0.8,5.0,13.1,31.0,296,Mangalore,12.9141,74.856
2020-08-29,28.4,24.3,25.9,4.6,4.6,14.0,13.5,32.4,279,Mangalore,12.9141,74.856
2020-08-30,28.2,24.0,25.9,9.8,9.8,16.0,14.4,34.2,279,Mangalore,12.9141,74.856
2020-08-31,28.4,24.0,26.2,2.0,2.0,10.0,15.5,35.6,309,Mangalore,12.9141,74.856
2020-09-01,28.8,24.5,26.6,4.4,4.4,7.0,21.0,43.9,331,Mangalore,12.9141,74.856
2020-09-02,29.2,24.8,26.8,20.0,20.0,10.0,19.1,41.0,335,Mangalore,12.9141,74.856
2020-09-03,29.6,23.9,26.0,5.6,5.6,14.0,13.0,31.0,171,Mangalore,12.9141,74.856
2020-09-04,29.6,23.9,26.5,4.2,4.2,10.0,16.5,36.7,164,Mangalore,12.9141,74.856
2020-09-05,30.0,24.1,26.6,12.0,12.0,12.0,14.8,34.2,159,Mangalore,12.9141,74.856
2020-09-06,30.0,24.4,26.5,13.8,13.8,15.0,19.1,40.0,151,Mangalore,12.9141,74.856
2020-09-07,28.6,24.5,26.1,8.6,8.6,16.0,16.9,36.7,158,Mangalore,12.9141,74.856
2020-09-08,27.8,24.4,25.8,16.2,16.2,18.0,13.4,31.0,192,Mangalore,12.9141,74.856
2020-09-09,28.2,24.0,25.7,10.6,10.6,18.0,17.8,38.9,174,Mangalore,12.9141,74.856
2020-09-10,26.6,24.0,25.0,46.5,46.5,24.0,19.9,43.2,193,Mangalore,12.9141,74.856
2020-09-11,25.6,24.5,24.9,65.9,65.9,24.0,22.1,46.8,214,Mangalore,12.9141,74.856
2020-09-12,26.0,24.2,25.0,32.5,32.5,24.0,19.1,43.2,228,Mangalore,12.9141,74.856
2020-09-13,25.8,24.1,25.0,20.3,20.3,23.0,13.9,38.5,259,Mangalore,12.9141,74.856
2020-09-14,26.5,24.2,25.0,12.7,12.7,24.0,14.1,34.9,272,Mangalore,12.9141,74.856
2020-09-15,26.5,24.2,25.0,18.6,18.6,24.0,13.8,35.6,282,Mangalore,12.9141,74.856
2020-09-16,25.9,24.2,25.1,24.6,24.6,24.0,10.6,32.8,294,Mangalore,12.9141,74.856
2020-09-17,27.4,24.2,25.3,19.0,19.0,24.0,14.8,37.8,272,Mangalore,12.9141,74.856
2020-09-18,26.5,23.6,25.1,51.3,51.3,24.0,19.9,50.4,288,Mangalore,12.9141,74.856
2020-09-19,26.0,24.4,25.0,92.2,92.2,24.0,26.7,60.8,271,Mangalore,12.9141,74.856
2020-09-20,25.7,24.6,25.1,91.4,91.4,24.0,28.7,63.7,256,Mangalore,12.9141,74.856
2020-09-21,25.5,24.5,24.9,56.4,56.4,24.0,28.4,63.7,243,Mangalore,12.9141,74.856
2020-09-22,28.3,24.9,26.1,9.8,9.8,17.0,22.6,53.6,258,Mangalore,12.9141,74.856
2020-09-23,28.2,24.6,26.0,5.8,5.8,22.0,16.3,42.8,240,Mangalore,12.9141,74.856
2020-09-24,27.7,24.4,25.7,5.5,5.5,22.0,12.9,33.1,226,Mangalore,12.9141,74.856
2020-09-25,28.1,24.1,25.9,1.4,1.4,9.0,12.9,32.0,235,Mangalore,12.9141,74.856
2020-09-26,27.2,24.5,25.6,5.2,5.2,18.0,10.6,24.8,261,Mangalore,12.9141,74.856
2020-09-27,27.5,23.6,25.6,1.8,1.8,14.0,12.2,29.9,309,Mangalore,12.9141,74.856
2020-09-28,28.1,23.0,25.7,0.7,0.7,3.0,16.1,36.0,325,Mangalore,12.9141,74.856
2020-09-29,28.1,24.4,26.1,1.5,1.5,10.0,16.2,36.7,317,Mangalore,12.9141,74.856
2020-09-30,27.5,23.8,25.6,2.4,2.4,16.0,12.1,30.6,310,Mangalore,12.9141,74.856
2020-10-01,28.6,23.0,25.7,1.4,1.4,10.0,15.5,35.3,323,Mangalore,12.9141,74.856
2020-10-02,28.2,23.1,25.7,0.6,0.6,5.0,14.5,31.7,307,Mangalore,12.9141,74.856
2020-10-03,28.5,23.5,25.8,1.3,1.3,8.0,15.5,34.2,273,Mangalore,12.9141,74.856
2020-10-04,27.3,23.6,25.2,3.9,3.9,23.0,11.2,29.9,318,Mangalore,12.9141,74.856
2020-10-05,28.1,23.0,25.7,1.2,1.2,9.0,15.8,34.9,319,Mangalore,12.9141,74.856
2020-10-06,28.8,24.0,26.2,4.0,4.0,15.0,16.2,36.7,323,Mangalore,12.9141,74.856
2020-10-07,28.8,23.8,25.9,14.9,14.9,16.0,17.2,37.8,323,Mangalore,12.9141,74.856
2020-10-08,29.4,24.2,26.3,11.0,11.0,12.0,16.2,35.3,319,Mangalore,12.9141,74.856
2020-10-09,28.0,23.1,25.6,8.0,8.0,9.0,12.7,31.3,182,Mangalore,12.9141,74.856
2020-10-10,28.2,24.2,25.9,12.6,12.6,19.0,11.3,29.2,246,Mangalore,12.9141,74.856
2020-10-11,26.4,23.3,24.8,19.6,19.6,24.0,15.2,34.9,231,Mangalore,12.9141,74.856
2020-10-12,25.8,24.4,24.9,44.5,44.5,24.0,23.5,45.7,278,Mangalore,12.9141,74.856
2020-10-13,26.6,24.1,25.3,23.3,23.3,19.0,16.4,40.0,286,Mangalore,12.9141,74.856
2020-10-14,26.3,23.6,25.2,42.6,42.6,23.0,21.1,48.6,247,Mangalore,12.9141,74.856
2020-10-15,27.0,24.4,25.4,20.2,20.2,23.0,18.9,41.0,223,Mangalore,12.9141,74.856
2020-10-16,28.6,24.2,25.8,5.2,5.2,16.0,17.1,36.0,195,Mangalore,12.9141,74.856
2020-10-17,28.5,23.4,25.6,1.4,1.4,12.0,16.2,35.6,169,Mangalore,12.9141,74.856
2020-10-18,28.2,23.8,26.0,1.7,1.7,11.0,10.8,26.6,196,Mangalore,12.9141,74.856
2020-10-19,27.4,24.1,25.9,0.7,0.7,6.0,9.4,22.7,281,Mangalore,12.9141,74.856
2020-10-20,27.7,24.3,25.7,6.3,6.3,23.0,14.7,31.7,313,Mangalore,12.9141,74.856
2020-10-21,27.2,24.2,25.4,8.4,8.4,22.0,12.4,28.8,291,Mangalore,12.9141,74.856
2020-10-22,26.4,24.5,25.1,23.5,23.5,23.0,13.0,37.1,226,Mangalore,12.9141,74.856
2020-10-23,26.9,23.7,24.8,15.6,15.6,21.0,17.9,38.2,158,Mangalore,12.9141,74.856
2020-10-24,28.0,21.9,24.8,3.6,3.6,8.0,16.8,36.4,140,Mangalore,12.9141,74.856
2020-10-25,28.2,23.0,25.5,0.1,0.1,1.0,15.1,34.9,173,Mangalore,12.9141,74.856
2020-10-26,28.9,23.6,25.9,0.2,0.2,2.0,13.0,31.0,321,Mangalore,12.9141,74.856
2020-10-27,29.1,23.6,26.2,0.0,0.0,0.0,13.2,35.3,329,Mangalore,12.9141,74.856
2020-10-28,29.2,24.1,26.5,0.6,0.6,3.0,11.6,33.1,329,Mangalore,12.9141,74.856
2020-10-29,30.8,23.8,26.5,0.0,0.0,0.0,12.4,29.2,18,Mangalore,12.9141,74.856
2020-10-30,30.1,23.1,26.4,0.1,0.1,1.0,13.0,30.2,13,Mangalore,12.9141,74.856
2020-10-31,29.8,23.1,26.3,0.3,0.3,1.0,12.6,29.9,163,Mangalore,12.9141,74.856
2020-11-01,30.4,24.0,26.7,0.9,0.9,7.0,9.5,27.7,93,Mangalore,12.9141,74.856
2020-11-02,29.9,24.0,26.6,1.9,1.9,11.0,11.3,31.7,317,Mangalore,12.9141,74.856
2020-11-03,29.9,24.9,27.0,0.5,0.5,5.0,10.6,38.5,168,Mangalore,12.9141,74.856
2020-11-04,29.5,23.7,26.3,9.6,9.6,10.0,8.4,27.4,315,Mangalore,12.9141,74.856
2020-11-05,29.6,24.0,26.6,2.5,2.5,10.0,9.0,33.1,159,Mangalore,12.9141,74.856
2020-11-06,31.0,24.2,26.9,0.1,0.1,1.0,11.3,35.6,72,Mangalore,12.9141,74.856
2020-11-07,30.7,24.2,27.3,0.0,0.0,0.0,12.8,29.2,319,Mangalore,12.9141,74.856
2020-11-08,31.9,25.0,27.7,0.2,0.2,2.0,12.9,31.7,134,Mangalore,12.9141,74.856
2020-11-09,30.5,23.8,26.8,0.3,0.3,2.0,12.6,29.5,326,Mangalore,12.9141,74.856
2020-11-10,32.0,22.2,25.8,0.0,0.0,0.0,17.6,33.8,61,Mangalore,12.9141,74.856
2020-11-11,31.4,19.6,24.5,0.0,0.0,0.0,19.2,35.3,71,Mangalore,12.9141,74.856
2020-11-12,30.5,20.7,25.8,0.0,0.0,0.0,14.0,30.2,3,Mangalore,12.9141,74.856
2020-11-13,31.4,25.1,27.5,1.6,1.6,3.0,14.3,33.5,158,Mangalore,12.9141,74.856
2020-11-14,31.8,24.0,27.2,0.0,0.0,0.0,15.3,34.2,330,Mangalore,12.9141,74.856
2020-11-15,30.9,25.2,27.6,0.0,0.0,0.0,15.3,33.8,51,Mangalore,12.9141,74.856
2020-11-16,32.7,25.3,28.0,0.2,0.2,2.0,16.6,35.6,133,Mangalore,12.9141,74.856
2020-11-17,31.9,24.5,27.3,11.5,11.5,3.0,17.7,38.5,145,Mangalore,12.9141,74.856
2020-11-18,30.1,24.4,27.0,3.4,3.4,8.0,11.8,38.5,302,Mangalore,12.9141,74.856
2020-11-19,30.2,24.2,26.9,0.9,0.9,6.0,14.2,32.4,186,Mangalore,12.9141,74.856
2020-11-20,30.0,23.8,26.4,0.8,0.8,3.0,13.0,29.5,310,Mangalore,12.9141,74.856
2020-11-21,30.8,23.4,26.5,0.0,0.0,0.0,13.7,30.2,75,Mangalore,12.9141,74.856
2020-11-22,30.6,20.9,25.3,0.0,0.0,0.0,13.8,25.6,68,Mangalore,12.9141,74.856
2020-11-23,29.8,21.2,25.7,0.0,0.0,0.0,13.9,30.2,42,Mangalore,12.9141,74.856
2020-11-24,30.4,22.1,25.7,0.0,0.0,0.0,14.1,30.6,7,Mangalore,12.9141,74.856
2020-11-25,30.1,22.0,26.1,0.0,0.0,0.0,14.1,32.4,340,Mangalore,12.9141,74.856
2020-11-26,29.5,23.2,26.6,0.0,0.0,0.0,12.0,27.0,359,Mangalore,12.9141,74.856
2020-11-27,29.8,23.2,26.3,0.0,0.0,0.0,17.5,37.4,303,Mangalore,12.9141,74.856
2020-11-28,30.9,23.1,26.3,0.0,0.0,0.0,14.6,34.2,116,Mangalore,12.9141,74.856
2020-11-29,31.1,23.8,26.9,0.2,0.2,2.0,17.4,38.5,0,Mangalore,12.9141,74.856
2020-11-30,32.8,24.1,27.6,0.2,0.2,2.0,15.5,34.2,48,Mangalore,12.9141,74.856
2020-12-01,32.3,24.5,27.3,0.0,0.0,0.0,18.5,40.3,63,Mangalore,12.9141,74.856
2020-12-02,31.6,23.0,26.6,0.0,0.0,0.0,17.3,38.9,60,Mangalore,12.9141,74.856
2020-12-03,29.5,22.5,26.4,0.0,0.0,0.0,11.4,27.0,352,Mangalore,12.9141,74.856
2020-12-04,30.7,23.9,27.5,0.0,0.0,0.0,17.2,37.8,334,Mangalore,12.9141,74.856
2020-12-05,31.5,25.4,27.9,0.3,0.3,2.0,17.0,35.3,57,Mangalore,12.9141,74.856
2020-12-06,33.5,24.1,27.9,0.1,0.1,1.0,15.8,34.2,42,Mangalore,12.9141,74.856
2020-12-07,33.3,24.9,27.9,0.2,0.2,2.0,17.3,37.4,76,Mangalore,12.9141,74.856
2020-12-08,33.2,25.7,28.0,12.9,12.9,5.0,17.3,38.9,127,Mangalore,12.9141,74.856
2020-12-09,31.4,24.4,27.4,4.8,4.8,2.0,14.6,36.0,164,Mangalore,12.9141,74.856
2020-12-10,31.4,23.8,26.9,9.3,9.3,8.0,14.4,34.6,186,Mangalore,12.9141,74.856
2020-12-11,29.6,23.5,26.3,7.6,7.6,12.0,13.3,31.0,299,Mangalore,12.9141,74.856
2020-12-12,30.1,24.2,26.4,3.6,3.6,11.0,15.8,36.0,206,Mangalore,12.9141,74.856
2020-12-13,29.2,23.6,26.0,1.2,1.2,6.0,14.0,31.0,205,Mangalore,12.9141,74.856
2020-12-14,28.2,23.9,25.8,2.2,2.2,9.0,12.4,30.2,217,Mangalore,12.9141,74.856
2020-12-15,30.9,23.0,26.1,0.0,0.0,0.0,15.3,35.6,103,Mangalore,12.9141,74.856
2020-12-16,31.5,22.1,26.6,0.0,0.0,0.0,17.2,38.5,32,Mangalore,12.9141,74.856
2020-12-17,32.5,24.0,27.4,0.1,0.1,1.0,16.7,37.4,59,Mangalore,12.9141,74.856
2020-12-18,33.0,24.2,27.3,0.3,0.3,2.0,16.3,36.7,94,Mangalore,12.9141,74.856
2020-12-19,34.3,23.6,27.2,0.0,0.0,0.0,17.4,39.2,64,Mangalore,12.9141,74.856
2020-12-20,34.3,23.6,27.1,0.0,0.0,0.0,22.7,46.4,79,Mangalore,12.9141,74.856
2020-12-21,33.1,22.6,26.3,0.0,0.0,0.0,21.5,44.3,80,Mangalore,12.9141,74.856
2020-12-22,32.7,21.0,25.9,0.0,0.0,0.0,20.5,42.8,104,Mangalore,12.9141,74.856
2020-12-23,31.1,22.9,26.7,0.0,0.0,0.0,15.8,36.4,233,Mangalore,12.9141,74.856
2020-12-24,30.8,23.3,27.1,0.1,0.1,1.0,15.5,37.1,306,Mangalore,12.9141,74.856
2020-12-25,32.5,24.6,27.8,1.5,1.5,4.0,19.2,44.3,255,Mangalore,12.9141,74.856
2020-12-26,32.1,23.7,27.1,0.0,0.0,0.0,15.6,37.4,146,Mangalore,12.9141,74.856
2020-12-27,32.1,22.5,26.3,0.0,0.0,0.0,16.2,37.1,31,Mangalore,12.9141,74.856
2020-12-28,31.7,21.2,26.1,0.0,0.0,0.0,17.9,41.8,171,Mangalore,12.9141,74.856
2020-12-29,32.0,22.2,26.6,0.0,0.0,0.0,16.9,38.5,308,Mangalore,12.9141,74.856
2020-12-30,31.9,23.0,27.3,1.0,1.0,2.0,15.3,37.1,208,Mangalore,12.9141,74.856
2020-12-31,33.5,24.4,27.8,5.0,5.0,7.0,17.6,42.8,167,Mangalore,12.9141,74.856
2021-01-01,32.8,24.1,27.4,0.0,0.0,0.0,21.0,45.7,73,Mangalore,12.9141,74.856
2021-01-02,32.2,23.4,26.4,0.0,0.0,0.0,17.6,39.2,76,Mangalore,12.9141,74.856
2021-01-03,31.2,22.6,26.8,0.8,0.8,3.0,16.3,38.9,149,Mangalore,12.9141,74.856
2021-01-04,31.1,23.7,26.7,2.9,2.9,13.0,15.8,40.3,330,Mangalore,12.9141,74.856
2021-01-05,32.0,24.0,27.4,0.3,0.3,3.0,16.3,38.5,337,Mangalore,12.9141,74.856
2021-01-06,31.4,23.8,26.7,24.0,24.0,13.0,17.1,38.2,175,Mangalore,12.9141,74.856
2021-01-07,29.8,23.4,25.8,24.4,24.4,14.0,10.9,26.3,145,Mangalore,12.9141,74.856
2021-01-08,27.6,23.4,25.4,2.4,2.4,8.0,13.1,29.5,151,Mangalore,12.9141,74.856
2021-01-09,30.0,23.9,26.4,2.4,2.4,7.0,12.4,30.2,175,Mangalore,12.9141,74.856
2021-01-10,30.2,23.8,26.2,0.5,0.5,3.0,16.6,34.9,58,Mangalore,12.9141,74.856
2021-01-11,31.1,24.0,26.7,0.4,0.4,3.0,13.3,29.9,73,Mangalore,12.9141,74.856
2021-01-12,29.5,23.9,26.2,0.0,0.0,0.0,11.8,25.6,346,Mangalore,12.9141,74.856
2021-01-13,30.6,23.3,26.1,0.0,0.0,0.0,14.3,30.2,25,Mangalore,12.9141,74.856
2021-01-14,32.5,22.6,26.5,0.4,0.4,1.0,16.9,36.0,90,Mangalore,12.9141,74.856
2021-01-15,31.3,24.8,27.1,0.0,0.0,0.0,12.7,27.0,50,Mangalore,12.9141,74.856
2021-01-16,30.1,24.5,26.9,3.7,3.7,6.0,12.3,30.2,183,Mangalore,12.9141,74.856
2021-01-17,29.4,23.9,26.5,2.0,2.0,11.0,12.3,29.2,257,Mangalore,12.9141,74.856
2021-01-18,31.8,23.5,26.4,3.2,3.2,3.0,15.6,34.6,130,Mangalore,12.9141,74.856
2021-01-19,31.2,22.6,25.9,0.0,0.0,0.0,16.4,36.7,122,Mangalore,12.9141,74.856
2021-01-20,30.1,22.1,25.7,0.0,0.0,0.0,14.2,33.1,136,Mangalore,12.9141,74.856
2021-01-21,30.2,21.8,25.9,0.0,0.0,0.0,13.7,32.8,330,Mangalore,12.9141,74.856
2021-01-22,30.9,22.7,26.7,0.0,0.0,0.0,16.4,36.7,325,Mangalore,12.9141,74.856
2021-01-23,30.9,23.4,26.7,0.0,0.0,0.0,17.0,38.2,320,Mangalore,12.9141,74.856
2021-01-24,31.1,23.8,26.9,0.0,0.0,0.0,15.8,36.7,232,Mangalore,12.9141,74.856
2021-01-25,33.1,22.9,26.7,0.0,0.0,0.0,20.5,45.0,154,Mangalore,12.9141,74.856
2021-01-26,30.9,22.0,26.1,0.0,0.0,0.0,17.3,39.6,328,Mangalore,12.9141,74.856
2021-01-27,30.6,22.0,25.9,0.0,0.0,0.0,18.9,42.8,271,Mangalore,12.9141,74.856
2021-01-28,31.8,22.2,26.4,0.0,0.0,0.0,17.8,41.4,351,Mangalore,12.9141,74.856
2021-01-29,32.6,21.9,26.2,0.0,0.0,0.0,19.9,45.0,111,Mangalore,12.9141,74.856
2021-01-30,32.2,22.4,26.7,0.0,0.0,0.0,18.5,42.5,265,Mangalore,12.9141,74.856
2021-01-31,31.0,23.6,27.0,0.5,0.5,3.0,15.6,36.7,242,Mangalore,12.9141,74.856
2021-02-01,34.9,24.1,27.9,0.0,0.0,0.0,22.5,49.3,77,Mangalore,12.9141,74.856
2021-02-02,34.6,23.4,27.9,0.0,0.0,0.0,21.6,45.4,55,Mangalore,12.9141,74.856
2021-02-03,33.3,23.0,27.3,0.0,0.0,0.0,21.2,47.9,154,Mangalore,12.9141,74.856
2021-02-04,33.1,23.1,27.3,0.1,0.1,1.0,17.0,39.6,178,Mangalore,12.9141,74.856
2021-02-05,32.1,23.4,27.0,0.4,0.4,3.0,18.5,41.4,318,Mangalore,12.9141,74.856
2021-02-06,32.0,21.9,26.8,0.0,0.0,0.0,19.6,45.0,305,Mangalore,12.9141,74.856
2021-02-07,35.0,22.0,27.5,0.0,0.0,0.0,18.7,44.3,35,Mangalore,12.9141,74.856
2021-02-08,34.9,23.5,27.9,0.0,0.0,0.0,22.0,46.4,94,Mangalore,12.9141,74.856
2021-02-09,34.2,20.5,26.3,0.0,0.0,0.0,19.2,42.1,58,Mangalore,12.9141,74.856
2021-02-10,33.5,21.0,26.4,0.0,0.0,0.0,18.3,43.6,143,Mangalore,12.9141,74.856
2021-02-11,32.2,20.1,26.0,0.0,0.0,0.0,20.1,46.1,191,Mangalore,12.9141,74.856
2021-02-12,32.3,21.9,26.5,0.0,0.0,0.0,20.8,46.8,219,Mangalore,12.9141,74.856
2021-02-13,30.9,22.5,26.5,0.0,0.0,0.0,18.2,41.4,173,Mangalore,12.9141,74.856
2021-02-14,31.0,22.9,26.5,0.0,0.0,0.0,17.5,40.7,282,Mangalore,12.9141,74.856
2021-02-15,31.2,23.5,26.8,0.0,0.0,0.0,18.9,43.2,320,Mangalore,12.9141,74.856
2021-02-16,30.5,23.6,26.8,0.0,0.0,0.0,16.1,38.5,322,Mangalore,12.9141,74.856
2021-02-17,30.6,23.6,26.8,1.7,1.7,6.0,19.7,44.3,323,Mangalore,12.9141,74.856
2021-02-18,30.6,23.5,26.9,3.6,3.6,8.0,15.0,38.2,304,Mangalore,12.9141,74.856
2021-02-19,31.9,21.7,25.7,4.3,4.3,9.0,15.3,36.7,112,Mangalore,12.9141,74.856
